0,26.540033938291334
1,21.325067518233137
2,32.08798930010224
3,19.744514835167582
4,27.548722368970136
5,22.652809563331612
6,14.890731621350586
7,21.210492043201132
8,25.501396622751773
9,23.74542717283987
10,10.945654144672236
11,30.864645560493788
12,11.735772371626666
13,33.421594071177665
14,30.091108790947235
15,17.27883525730552
16,21.447417013250682
17,24.643571019223703
18,11.277720280180596
19,30.234780668964508
20,27.176626085680706
21,33.178941232659525
22,17.044158837107286
23,9.180621127066427
24,16.71145971970358
25,10.55606581968416
26,12.65477453753077
27,20.1248535706309
28,29.2347759833907
29,29.525374745961802
30,34.65782876023627
31,18.87822936208578
32,36.50596498560449
33,9.944391117185031
34,20.73145175174908
35,28.87601725770706
36,32.60559482674377
37,20.860749969294904
38,27.992583507902996
39,34.38953147358099
40,10.513587684425879
41,31.04832832768724
42,22.764462470645615
43,28.620642989022773
44,21.447153704395358
45,36.395415218180034
46,32.59191815210785
47,20.379574331785857
48,25.646091396024335
49,27.267716624917586
50,25.705039467431067
51,26.228582256858754
52,30.689969088449825
53,19.755322329490493
54,28.155446812554775
55,15.432990302437634
56,15.206266106575885
57,31.779176358835617
58,13.221307493377342
59,16.471854766442235
60,14.45481938665798
61,29.91909652037634
62,29.487939097120478
63,14.540990088241752
64,25.901359506846052
65,12.350882697666247
66,35.588376994336414
67,28.81460582709254
68,21.037831579058324
69,14.687472804274886
70,31.611813039838726
71,33.675713893611274
72,6.47439429662883
73,31.513379861076114
74,28.355894867304027
75,21.53337971601012
76,14.676771341676364
77,11.005930357573959
78,20.14183975486102
79,32.75131106987982
80,34.15560428345576
81,25.673551142349023
82,25.688442031674622
83,24.481566249515158
84,36.31957977296716
85,20.118575758218622
86,20.366141267429928
87,11.653241319086472
88,12.89452775819447
89,24.452826493055365
90,29.052447288021956
91,12.410659109821928
92,23.574663738135857
93,18.49387697839079
94,12.62623006492716
95,35.245353982585016
96,24.207322277385234
97,9.138603435764228
98,26.778063784011056
99,28.418835679325337
100,24.042820383406397
101,20.935556934093302
102,18.217390359670457
103,24.66384162873182
104,29.037220414447543
105,24.175677361803654
106,14.84013259670041
107,16.511239783349453
108,18.15141219308737
109,12.86082878505334
110,23.99194212751451
111,26.854697708252704
112,9.77485031253795
113,28.91409027883824
114,13.563557029588331
115,13.663382196960313
116,21.31441827815721
117,21.12590431178487
118,36.08105525129737
119,15.244346016683053
120,18.93655378208916
121,24.5851823302088
122,19.487007153407628
123,22.842959609611352
124,23.223890326986012
125,22.945517426947024
126,16.577747582663985
127,35.29083525417336
128,31.112905062607286
129,33.34514991877285
130,24.50642548444679
131,20.515332221191787
132,13.309853963558886
133,24.63247126475665
134,23.02525707149351
135,26.54531702152104
136,35.29113814484852
137,26.15455424328572
138,30.7521736204484
139,10.261165830041499
140,30.1016689182339
141,13.797970696821412
142,11.279000207853368
143,26.665582948986458
144,21.984404986045856
145,28.1613705484214
146,27.467141727625727
147,20.072993595722448
148,23.108956174205492
149,16.782833343957652
150,27.490502550142576
151,25.080531453908332
152,26.17663263272212
153,25.41675277998178
154,13.432737305928953
155,32.68159723558351
156,16.97010894449873
157,9.905697962225595
158,36.494000998479464
159,20.660221846159683
160,33.43475309651927
161,30.367980040483612
162,8.70815390723605
163,17.78641051447114
164,21.302326074480003
165,24.573469718781244
166,21.123804201159633
167,9.379255949077606
168,7.003931412672969
169,34.1144643539879
170,22.926845170695135
171,14.585238868831869
172,25.983946732667714
173,30.129421605956278
174,19.496380494448605
175,28.540642637741005
176,32.38690819200818
177,12.903517305410322
178,20.243886086296566
179,21.187046838177043
180,31.572382364321758
181,12.126115541224014
182,24.93225042485746
183,11.90300034466074
184,32.11827732462015
185,23.578619271238697
186,26.19617297425457
187,21.710159970345043
188,34.643257214538934
189,28.838255878535943
190,17.928770867412897
191,27.11027093973927
192,24.196733171938238
193,26.91164970482014
194,28.15026615435183
195,16.228372698255654
196,30.8553453763459
